"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1970","Don’t let the cold and flu sneak up on you. Fight the viruses and bacteria with these immune boosters – nettle leaf… https://t.co/T5BSHDnOWx",FALSE,0,NA,2019-02-27 04:31:01,TRUE,NA,"1100614256515579904",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","WestpointNat",0,FALSE,FALSE,NA,NA
"1971","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 04:30:59,FALSE,NA,"1100614247438901248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DianaRoughton",78,TRUE,FALSE,NA,NA
"1972","Pumping and dumping is the worst. But so is not taking DayQuil. You win cold and flu season. <U+0001F637> #butigotmyflushot",FALSE,1,NA,2019-02-27 04:23:05,FALSE,NA,"1100612258856665088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jenny_Lenny",0,FALSE,FALSE,NA,NA
"1973","Guess who will be getting the flu shot next year? <U+0001F64B><U+0001F3FD><U+200D><U+2640><U+FE0F>

I caught the flu and a random cold that hasn’t left my bod… https://t.co/llfpadrSbf",FALSE,0,NA,2019-02-27 04:14:45,TRUE,NA,"1100610159813029890",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CbusLivingBlog",0,FALSE,FALSE,NA,NA
"1974","Part 4 of Surviving Cold and Flu Season ~

What do you do if you already have a cold or flu??

5 natural ways to ac… https://t.co/zGoJfDgnhs",FALSE,0,NA,2019-02-27 04:14:26,TRUE,NA,"1100610080255430657",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","420lanie",0,FALSE,FALSE,NA,NA
"1975","RT @WebMD: Pneumonia can seem a lot like a cold or the flu -- until it doesn’t go away. Symptoms to watch for: https://t.co/BqDX89PMcb http…",FALSE,0,NA,2019-02-27 04:13:00,FALSE,NA,"1100609721927647233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pikagamja",44,TRUE,FALSE,NA,NA
"1976","1 thot 2 thot red Thot blue thot gravy so cold bitch I think I need a flu shot",FALSE,0,NA,2019-02-27 04:03:38,FALSE,NA,"1100607363126624256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wannabe_Chef_",0,FALSE,FALSE,NA,NA
"1977","Why does the flu or this cold or whatever tf it is happening on my busy week https://t.co/vmqa7Pv5En",FALSE,0,"alliek1",2019-02-27 03:57:29,FALSE,"1100605276787478528","1100605818133798917","36836515","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alliek1",0,FALSE,FALSE,NA,NA
"1978","RT @Zuract: I got the flu + a ear infection , cold . <U+0001F912><U+0001F644>",FALSE,0,NA,2019-02-27 03:54:21,FALSE,NA,"1100605028883140608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pencings",2,TRUE,FALSE,NA,NA
"1979","RT @Zuract: I got the flu + a ear infection , cold . <U+0001F912><U+0001F644>",FALSE,0,NA,2019-02-27 03:53:05,FALSE,NA,"1100604710267031552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Condiment_",2,TRUE,FALSE,NA,NA
"1980","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 03:49:52,FALSE,NA,"1100603900837670912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","trickyjet",78,TRUE,FALSE,NA,NA
"1981","RT @MomNeedsABottle: I won’t be slowed down this cold and flu season. I’m loving the aloe and vitamin E I get from @kleenex Soothing Lotion…",FALSE,0,NA,2019-02-27 03:48:15,FALSE,NA,"1100603492916285440",NA,"<a href=""https://www.pushbe.com"" rel=""nofollow"">Our Scheduling App</a>","tatanishapw",39,TRUE,FALSE,NA,NA
"1982","RT @nwgsrider: @RealJamesWoods Here,  hold my cold for a week or two.

Or flu, or bubonic plague.",FALSE,0,NA,2019-02-27 03:41:01,FALSE,NA,"1100601672760467456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Magni5icat",1,TRUE,FALSE,NA,NA
"1983","If you have a cold/flu and active symptoms stay the hell away from me! I can't take many otc meds because they mess… https://t.co/mYAHzT0rxn",FALSE,0,NA,2019-02-27 03:40:17,TRUE,NA,"1100601487745462272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SwiftSorority13",0,FALSE,FALSE,NA,NA
"1984","@RealJamesWoods Here,  hold my cold for a week or two.

Or flu, or bubonic plague.",FALSE,2,"RealJamesWoods",2019-02-27 03:39:43,FALSE,"1100495382927167488","1100601343885103104","78523300","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","nwgsrider",1,FALSE,FALSE,NA,NA
"1985","RT @sayhellonature: This Flu Time Essential Oil has really helped our family this Flu &amp; Cold Season! Stock up today plus Free Shipping! #af…",FALSE,0,NA,2019-02-27 03:38:06,FALSE,NA,"1100600939847634944",NA,"<a href=""https://www.linqfuse.com"" rel=""nofollow"">LinqFuse</a>","GlamKaren",72,TRUE,FALSE,NA,NA
"1986","It's that time of year again, let's play, is it a Cold, the Flu or Allergies? https://t.co/wZl9BtohAi",FALSE,1,NA,2019-02-27 03:33:39,FALSE,NA,"1100599817854730241",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","celawrence_",0,FALSE,FALSE,NA,NA
"1987","Benefits include boosting the immune system to help the body fight off colds, flu, and other respiratory infections.
https://t.co/VoSPpyrbvN",FALSE,0,NA,2019-02-27 03:33:05,FALSE,NA,"1100599674636066816",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","healthierphilly",0,FALSE,FALSE,NA,NA
"1988","“Jude died from influenza B. The flu. That doesn’t sound so bad, right? Just an ordinary illness that everyone gets… https://t.co/lWJ6suigyf",FALSE,17,NA,2019-02-27 03:32:08,TRUE,NA,"1100599438630969344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drfixus",4,FALSE,FALSE,NA,NA
"1989","@davidegreenwald https://t.co/GhcDCi5LI8",FALSE,1,"davidegreenwald",2019-02-27 03:26:27,FALSE,"1100594508864008192","1100598006510800901","15792153","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lisa_schroeder",0,FALSE,FALSE,NA,NA
"1990","RT @sayhellonature: This Flu Time Essential Oil has really helped our family this Flu &amp; Cold Season! Stock up today plus Free Shipping! #af…",FALSE,0,NA,2019-02-27 03:17:00,FALSE,NA,"1100595627220746240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ModelCityPolish",72,TRUE,FALSE,NA,NA
"1991","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 03:15:39,FALSE,NA,"1100595287100481541",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ph_Amal",78,TRUE,FALSE,NA,NA
"1992","RT @sayhellonature: This Flu Time Essential Oil has really helped our family this Flu &amp; Cold Season! Stock up today plus Free Shipping! #af…",FALSE,0,NA,2019-02-27 03:10:02,FALSE,NA,"1100593877021470720",NA,"<a href=""http://bimtastic.space/"" rel=""nofollow"">Bim's Scheduler</a>","Eighto2shop",72,TRUE,FALSE,NA,NA
"1993","took an advil cold&amp;flu so now it’s a race against time to finish my english before i pass out for the night",FALSE,2,NA,2019-02-27 03:06:29,FALSE,NA,"1100592979780214786",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rianna_Grace",0,FALSE,FALSE,NA,NA
"1994","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 03:06:17,FALSE,NA,"1100592931797458944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lauramrosch",78,TRUE,FALSE,NA,NA
"1995","Oh no I feel like I’m catching a cold or something. 

Please don’t be the flu please just be allergies",FALSE,0,NA,2019-02-27 03:06:09,FALSE,NA,"1100592896229683200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jessithebuckeye",0,FALSE,FALSE,NA,NA
"1996","RT @MomNeedsABottle: I won’t be slowed down this cold and flu season. I’m loving the aloe and vitamin E I get from @kleenex Soothing Lotion…",FALSE,0,NA,2019-02-27 03:05:01,FALSE,NA,"1100592613575483392",NA,"<a href=""https://www.linqfuse.com"" rel=""nofollow"">LinqFuse</a>","sammyapproves",39,TRUE,FALSE,NA,NA
"1997","Consumer Reports: Is it a cold or the flu? https://t.co/chNIh4drps https://t.co/mtR3JtLM2z",FALSE,0,NA,2019-02-27 03:00:00,FALSE,NA,"1100591349831819266",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","WLOS_13",0,FALSE,FALSE,NA,NA
"1998","RT @STaranto92: Steve Smith had a great zinger about John Ross on @ClubhouseKB last week: ""That boy can't catch a cold butt-naked in Alaska…",FALSE,0,NA,2019-02-27 02:59:44,FALSE,NA,"1100591281041035264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PanthersFanLife",1,TRUE,FALSE,NA,NA
"1999","RT @famfightflu: Nebraska near top of list for reported flu cases as cold weather persists - https://t.co/oxFsnP3dLI #FightFlu",FALSE,0,NA,2019-02-27 02:57:54,FALSE,NA,"1100590822809059328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","frostfeet21",5,TRUE,FALSE,NA,NA
"2000","#ICYMI Cold and Flu Season Tips! https://t.co/EL8ARglwJI",FALSE,0,NA,2019-02-27 02:57:41,FALSE,NA,"1100590767746269184",NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","DrMarina",0,FALSE,FALSE,NA,NA
"2001","RT @DelthiaRicks: Will the immunity to influenza you received after getting a flu shot hold up the rest of flu season? Maybe, say vaccine e…",FALSE,0,NA,2019-02-27 02:57:07,FALSE,NA,"1100590623449591815",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harbari",6,TRUE,FALSE,NA,NA
"2002","RT @PAHealthDept: The #flu is different from a cold—flu is serious and especially dangerous for young children, pregnant women + others at…",FALSE,0,NA,2019-02-27 02:56:54,FALSE,NA,"1100590570156838914",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AliciaMPH",10,TRUE,FALSE,NA,NA
"2003","RT @drfeleciasumner: Your Flu Shot Weakens as Flu Season Drags On...
Getting adequate sleep, a well-balanced healthy diet, and routine exer…",FALSE,0,NA,2019-02-27 02:52:30,FALSE,NA,"1100589461652549632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","somedocs",1,TRUE,FALSE,NA,NA
"2004","RT @sayhellonature: This Flu Time Essential Oil has really helped our family this Flu &amp; Cold Season! Stock up today plus Free Shipping! #af…",FALSE,0,NA,2019-02-27 02:52:01,FALSE,NA,"1100589339166326784",NA,"<a href=""https://daisy.charkes.com/social/"" rel=""nofollow"">MamaWritesReviews</a>","MaWritesReviews",72,TRUE,FALSE,NA,NA
"2005","Three things that surfaced with me about my writing:

1. You will all be greater characters even if this plot. SUCK… https://t.co/tZx2qz1W69",FALSE,2,NA,2019-02-27 02:48:16,TRUE,NA,"1100588397675139072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shakyradunn",0,FALSE,FALSE,NA,NA
"2006","RT @MatyDisMC: @garyfromteenmom The year is 2009. You're attending elementary school and last Friday you got sick with the flu. You wake up…",FALSE,0,NA,2019-02-27 02:48:08,FALSE,NA,"1100588361717334022",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ericbailey42",5,TRUE,FALSE,NA,NA
"2007","RT @sayhellonature: This Flu Time Essential Oil has really helped our family this Flu &amp; Cold Season! Stock up today plus Free Shipping! #af…",FALSE,0,NA,2019-02-27 02:46:33,FALSE,NA,"1100587966966030337",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jennasm66663888",72,TRUE,FALSE,NA,NA
"2008","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 02:43:58,FALSE,NA,"1100587314017980417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Euphoriagain",78,TRUE,FALSE,NA,NA
"2009","I got the flu + a ear infection , cold . <U+0001F912><U+0001F644>",FALSE,7,NA,2019-02-27 02:38:29,FALSE,NA,"1100585934721044481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Zuract",2,FALSE,FALSE,NA,NA
"2010","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 02:36:01,FALSE,NA,"1100585315260137472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amedico4u",78,TRUE,FALSE,NA,NA
"2011","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 02:30:20,FALSE,NA,"1100583886172635136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mencardio",78,TRUE,FALSE,NA,NA
"2012","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 02:28:58,FALSE,NA,"1100583540305977344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","asianjournal",78,TRUE,FALSE,NA,NA
"2013",". #ad When cold and flu symptoms hit my home, I turn to Mucinex®. Join #MucusFighters to learn how to care for your… https://t.co/ne6zTNofvA",FALSE,0,NA,2019-02-27 02:27:57,TRUE,NA,"1100583282994044930",NA,"<a href=""http://www.singleclicksharing.com"" rel=""nofollow"">Single Click Sharing<U+2120></a>","debbiestidham66",0,FALSE,FALSE,NA,NA
"2014","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 02:26:52,FALSE,NA,"1100583010879991808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aylabpads",78,TRUE,FALSE,NA,NA
"2015","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 02:23:34,FALSE,NA,"1100582182865829891",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sbaranda",78,TRUE,FALSE,NA,NA
"2016","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 02:20:20,FALSE,NA,"1100581369472864256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnitaHanna8",78,TRUE,FALSE,NA,NA
"2017","Know Your Dose: Common Flu and Cold Medicine Mistakes - More than 600 OTC and prescription medicatio https://t.co/4gWzOMPCh8",FALSE,0,NA,2019-02-27 02:18:43,FALSE,NA,"1100580960293273600",NA,"<a href=""http://pinterest.com"" rel=""nofollow"">Pinterest</a>","amberstarr82",0,FALSE,FALSE,NA,NA
"2018","RT @healthierphilly: Symptoms tend to be worst during sleep, when your immune system kicks into high gear.
https://t.co/AoEOu410kx",FALSE,0,NA,2019-02-27 02:17:04,FALSE,NA,"1100580543861800962",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnitaHanna8",2,TRUE,FALSE,NA,NA
"2019","Holistic Help for the Cold and Flu https://t.co/TKJ8Nqt3Cp",FALSE,0,NA,2019-02-27 02:15:09,FALSE,NA,"1100580064897523720",NA,"<a href=""http://pinterest.com"" rel=""nofollow"">Pinterest</a>","LALLnutrition",0,FALSE,FALSE,NA,NA
"2020","RT @sayhellonature: This Flu Time Essential Oil has really helped our family this Flu &amp; Cold Season! Stock up today plus Free Shipping! #af…",FALSE,0,NA,2019-02-27 02:14:09,FALSE,NA,"1100579810923999232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DiscoverSelf",72,TRUE,FALSE,NA,NA
"2021","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 02:12:52,FALSE,NA,"1100579486733660160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mc8420Nancy",78,TRUE,FALSE,NA,NA
"2022","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 02:12:26,FALSE,NA,"1100579377585238016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AprilTweetie",78,TRUE,FALSE,NA,NA
"2023","It’s official!

I finally caught whatever you filthy animals are sharing out here this cold and flu season.  

<U+0001F623><U+0001F975><U+0001F912><U+0001F927><U+0001F637><U+0001F974><U+0001F922><U+0001F92E>",FALSE,0,NA,2019-02-27 02:12:24,FALSE,NA,"1100579369439903744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrookeDraper23",0,FALSE,FALSE,NA,NA
"2024","RT @ClevelandClinic: Feeling sick? Find the best medication for your symptoms: https://t.co/3Tg7CLgANO",FALSE,0,NA,2019-02-27 02:11:58,FALSE,NA,"1100579263537954816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KamalMoukayes",34,TRUE,FALSE,NA,NA
"2025","All I hope is that my daddy knows how much I truly do #love him. Broke my #heart to leave him last week to go out o… https://t.co/dL9hrEg4T5",FALSE,0,NA,2019-02-27 02:10:46,TRUE,NA,"1100578958205104134",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","hubcityboi",0,FALSE,FALSE,NA,NA
"2026","Hmmm #ad When cold and flu symptoms hit my home, I turn to Mucinex®. Join #MucusFighters to learn how to care for y… https://t.co/7L7camF5EK",FALSE,0,NA,2019-02-27 02:08:32,TRUE,NA,"1100578397699358720",NA,"<a href=""http://www.singleclicksharing.com"" rel=""nofollow"">Single Click Sharing<U+2120></a>","reedushead69",0,FALSE,FALSE,NA,NA
"2027","Winter is when people get sick the most. Try our instant dissolve Tangy Orange Melts to help reduce complications f… https://t.co/qLdrgGN4qc",FALSE,0,NA,2019-02-27 02:05:06,TRUE,NA,"1100577532741648386",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","SuperiorSource",0,FALSE,FALSE,NA,NA
"2028","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 02:02:51,FALSE,NA,"1100576968846790656",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kevin_293",78,TRUE,FALSE,NA,NA
"2029","RT @sayhellonature: This Flu Time Essential Oil has really helped our family this Flu &amp; Cold Season! Stock up today plus Free Shipping! #af…",FALSE,0,NA,2019-02-27 02:02:05,FALSE,NA,"1100576772892983296",NA,"<a href=""https://www.linqfuse.com"" rel=""nofollow"">LinqFuse</a>","SineaPies",72,TRUE,FALSE,NA,NA
"2030","- #ad When cold and flu symptoms hit my home, I turn to Mucinex®. Join #MucusFighters to learn how to care for your… https://t.co/rl0T8YKuG0",FALSE,0,NA,2019-02-27 01:58:04,TRUE,NA,"1100575763802324997",NA,"<a href=""http://www.singleclicksharing.com"" rel=""nofollow"">Single Click Sharing<U+2120></a>","curlycattails",0,FALSE,FALSE,NA,NA
"2031","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 01:53:40,FALSE,NA,"1100574655369367555",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mattMD",78,TRUE,FALSE,NA,NA
"2032","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 01:53:33,FALSE,NA,"1100574629343703040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shalisa_Renee",78,TRUE,FALSE,NA,NA
"2033","Idk if I have the flu or a cold but wheeeeew I’m hating this",FALSE,2,NA,2019-02-27 01:48:52,FALSE,NA,"1100573449171415040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","d_dysphoria",0,FALSE,FALSE,NA,NA
"2034","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 01:47:32,FALSE,NA,"1100573114147266566",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CrayKain",78,TRUE,FALSE,NA,NA
"2035","Shiny, new <U+0001F440>7 Eyes might not cure your flu, cold, or sinusitis, but they will certainly put a smile on your… https://t.co/jBBMusiQ26",FALSE,0,NA,2019-02-27 01:44:52,FALSE,NA,"1100572442777407488",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","eyegirls2020",0,FALSE,FALSE,NA,NA
"2036","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 01:40:58,FALSE,NA,"1100571461855727617",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","serrgv",78,TRUE,FALSE,NA,NA
"2037","#ad Upped my wellness game this cold and flu season with the help of @kroger &amp; @emergenc. Head to the blog for all… https://t.co/oEyndrhwEf",FALSE,0,NA,2019-02-27 01:40:47,TRUE,NA,"1100571412853678082",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","everydayxchg",0,FALSE,FALSE,NA,NA
"2038","@leftarmisme Hi Riki!..it's true! I googled ""Why Do Cold &amp; Flu Symptoms get worse at night?"" and it explains the re… https://t.co/fWuPf2QCDi",FALSE,4,"leftarmisme",2019-02-27 01:40:01,TRUE,"1100554937099042822","1100571220834058241","716155526","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DianeK23502279",0,FALSE,FALSE,NA,NA
"2039","RT @ClevelandClinic: Feeling sick? Find the best medication for your symptoms: https://t.co/3Tg7CLgANO",FALSE,0,NA,2019-02-27 01:35:57,FALSE,NA,"1100570196824092672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","yaniprawiro1",34,TRUE,FALSE,NA,NA
"2040","RT @American_Heart: Cold &amp; flu medicine may carry risks for people with high blood pressure. Watch now to know what’s best for you. https:/…",FALSE,0,NA,2019-02-27 01:35:00,FALSE,NA,"1100569958696783872",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","wsymca",110,TRUE,FALSE,NA,NA
"2041","Honestly though, she never let me stay home. I was sick? Cute. Layer up so you don’t get cold. Vomit? Fab. Here’s a… https://t.co/vnqeBKRaq7",FALSE,2,"zjayspov",2019-02-27 01:32:17,TRUE,"1100562796423442432","1100569275637481472","406550194","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zjayspov",0,FALSE,FALSE,NA,NA
"2042","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 01:32:15,FALSE,NA,"1100569266464538625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jyjwilson",78,TRUE,FALSE,NA,NA
"2043","@katieocz Try Alkaseltzer Cold &amp; Cough or Cold and Flu. Works wonders!",FALSE,1,"katieocz",2019-02-27 01:30:31,FALSE,"1100497330334244865","1100568831272124416","123706151","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kkoczepek",0,FALSE,FALSE,NA,NA
"2044","Only fucking me can get hit with the cold and flu all in one!! WTH! I didn’t even have typical symptoms! Now I feel… https://t.co/BXCfLxI1GN",FALSE,0,NA,2019-02-27 01:30:23,TRUE,NA,"1100568799110148098",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sugamamaallyb",0,FALSE,FALSE,NA,NA
"2045","@roddreher Well, it is cold and flu season.",FALSE,0,"roddreher",2019-02-27 01:29:26,FALSE,"1100566516246953985","1100568556603916288","257145200","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ambler_Percy",0,FALSE,FALSE,NA,NA
"2046","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 01:21:42,FALSE,NA,"1100566613059719169",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Aida_LAA",78,TRUE,FALSE,NA,NA
"2047","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 01:17:57,FALSE,NA,"1100565669115056134",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Varna00517297",78,TRUE,FALSE,NA,NA
"2048","RT @WebMD: Researchers found that most dollar bills are covered in 3,000 types of bacteria. <U+0001F626> https://t.co/vRYq6xHiu4 https://t.co/lLjVX3aS…",FALSE,0,NA,2019-02-27 01:13:11,FALSE,NA,"1100564470768660480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rasatamo",78,TRUE,FALSE,NA,NA
